Name,Path,Size_MB,Date_Modified,File_Type,Folder
"Magazyn_134_06_207_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_207_0001.djvu",.45,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_031_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_031_0001.djvu",.40,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_295_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_295_0001.djvu",.15,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_156_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_156_0001.djvu",.47,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_360_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_360_0001.djvu",.16,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_010_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_010_0001.djvu",.25,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_226_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_226_0001.djvu",.46,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_232_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_232_0001.djvu",.29,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_004_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_004_0001.djvu",.11,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_142_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_142_0001.djvu",.47,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_138_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_138_0001.djvu",.42,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_281_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_281_0001.djvu",.13,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_248_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_248_0001.djvu",.30,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_358_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_358_0001.djvu",.34,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_028_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_028_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_264_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_264_0001.djvu",.24,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_052_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_052_0001.djvu",.39,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_322_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_322_0001.djvu",.40,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_114_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_114_0001.djvu",.52,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_100_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_100_0001.djvu",.43,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_336_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_336_0001.djvu",.52,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_046_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_046_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_270_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_270_0001.djvu",.39,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_317_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_317_0001.djvu",.13,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_121_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_121_0001.djvu",.45,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_251_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_251_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_298_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_298_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_067_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_067_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_192_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_192_0001.djvu",.41,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_186_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_186_0001.djvu",.31,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_009_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_009_0001.djvu",.94,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_073_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_073_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_245_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_245_0001.djvu",.10,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_135_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_135_0001.djvu",.41,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_303_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_303_0001.djvu",.14,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"readme.txt","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/readme.txt",0,"2025-12-13 14:32","txt","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_309_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_309_0001.djvu",.14,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_286_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_286_0001.djvu",.25,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_079_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_079_0001.djvu",.48,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_235_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_235_0001.djvu",.38,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_003_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_003_0001.djvu",.17,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_145_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_145_0001.djvu",.46,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_198_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_198_0001.djvu",.43,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_151_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_151_0001.djvu",.42,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_017_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_017_0001.djvu",.43,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_221_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_221_0001.djvu",.42,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_292_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_292_0001.djvu",.58,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_346_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_346_0001.djvu",.50,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_170_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_170_0001.djvu",.42,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_200_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_200_0001.djvu",.30,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_036_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_036_0001.djvu",.42,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_085_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_085_0001.djvu",.09,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_328_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_328_0001.djvu",.44,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_058_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_058_0001.djvu",.39,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_091_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_091_0001.djvu",.48,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_022_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_022_0001.djvu",.68,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_214_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_214_0001.djvu",.30,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_164_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_164_0001.djvu",.42,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_352_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_352_0001.djvu",.52,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_074_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_074_0001.djvu",.46,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_242_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_242_0001.djvu",.39,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_132_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_132_0001.djvu",.40,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_304_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_304_0001.djvu",.43,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_148_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_148_0001.djvu",.43,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_181_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_181_0001.djvu",.40,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06.djvu",0,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_238_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_238_0001.djvu",.46,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_195_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_195_0001.djvu",.39,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_310_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_310_0001.djvu",.45,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_126_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_126_0001.djvu",.47,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_256_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_256_0001.djvu",.46,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_060_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_060_0001.djvu",.45,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_107_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_107_0001.djvu",.50,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_331_0001.djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_331_0001.djvu",.33,"2025-12-13 14:32","djvu","05_Downloads/Old_Downloads/Existing_Folders/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
